loyalty_number,loyalty_card,clv,province,enrollment_year,gender,marital_status,education,churn_score,risk_tier,final_segment,segment_name,strategic_quadrant,behaviour_cluster,flights_18m,active_months_18m,months_since_last_flight,flight_trend,redemption_ratio,seasons_flown,pts_earned_18m,distance_18m,enrollment_tenure_months,churn_label
869799,Star,4111.89,Ontario,2015,Female,Married,Bachelor,0.023319058,Low Risk,Loyalists,Road Warriors,Loyalists,1,24,8,0.0,9,0.0,4.0,39355.0,39355,39,0
520321,Star,4112.84,Ontario,2015,Female,Married,Doctor,1.0,Dormant,Dormant,Dormant,Sleeping/Lost,-1,0,0,0.0,0,0.0,0.0,0.0,0,33,2
279419,Star,4117.37,British Columbia,2013,Female,Single,College,0.0053927894,Low Risk,Loyalists,Road Warriors,Loyalists,3,57,14,0.0,-2,0.028209368712671,4.0,94933.0,94933,59,0
170585,Star,4118.59,Ontario,2013,Male,Single,Bachelor,0.3046584,Low Risk,Loyalists,Road Warriors,Loyalists,1,26,10,0.0,7,0.0110270093661511,4.0,36728.0,36728,58,0
188340,Star,4118.59,Ontario,2017,Male,Single,Bachelor,0.064536035,Low Risk,Loyalists,Road Warriors,Loyalists,1,31,10,0.0,3,0.0420751385252389,4.0,32846.0,32846,14,0
670817,Star,4118.59,Ontario,2016,Male,Single,Bachelor,0.056074448,Low Risk,Loyalists,Road Warriors,Loyalists,3,31,12,0.0,6,0.0163267260365795,4.0,41772.0,41772,18,0
509513,Star,4121.25,British Columbia,2012,Male,Single,College,0.011019077,Low Risk,Loyalists,Road Warriors,Loyalists,3,33,12,0.0,0,0.0087987290724673,4.0,65464.0,65464,66,0
779247,Star,4122.57,Manitoba,2012,Male,Married,Bachelor,0.002836422,Low Risk,Loyalists,Road Warriors,Loyalists,3,34,12,0.0,3,0.0125783211695961,4.0,42613.0,42613,69,0
111255,Star,4122.96,Quebec,2013,Male,Married,High School or Below,0.012439311,Low Risk,Loyalists,Road Warriors,Loyalists,3,38,14,1.0,1,0.0,4.0,46586.0,46586,63,0
763061,Star,4126.61,Ontario,2014,Male,Married,Bachelor,0.70232767,High Risk,Sleeping/Lost,Road Warriors,Sleeping/Lost,1,16,6,1.0,1,0.0181242301601266,3.0,28415.0,28415,50,1
766335,Aurora,7482.49,Alberta,2018,Male,Married,Bachelor,0.017693948,Low Risk,Champions,Road Warriors,Champions,0,27,3,0.0,21,0.0,3.0,64170.0,42780,4,0
428919,Star,4139.9,Quebec,2015,Female,Divorced,Bachelor,0.13562873,Low Risk,Loyalists,Road Warriors,Loyalists,3,28,11,1.0,-2,0.0,4.0,44726.0,44726,35,0
139863,Star,4142.56,Quebec,2015,Male,Married,Bachelor,0.2047317,Low Risk,Loyalists,Road Warriors,Loyalists,1,19,7,2.0,3,0.0216228490689811,4.0,39634.0,39634,32,0
695755,Star,4144.87,British Columbia,2012,Female,Married,Bachelor,1.0,Dormant,Dormant,Dormant,Sleeping/Lost,-1,0,0,0.0,0,0.0,0.0,0.0,0,74,2
355331,Star,4145.02,Ontario,2013,Male,Divorced,College,0.07132333,Low Risk,Loyalists,Road Warriors,Loyalists,3,40,14,1.0,3,0.033554107092795,4.0,57072.0,57072,59,0
578837,Star,4152.65,Ontario,2012,Male,Single,College,0.01135356,Low Risk,Loyalists,Road Warriors,Loyalists,1,23,12,2.0,0,0.0315947997664197,4.0,32537.0,32537,73,0
603248,Star,4157.7,British Columbia,2016,Male,Married,College,1.0,Dormant,Dormant,Dormant,Sleeping/Lost,-1,0,0,0.0,0,0.0,0.0,0.0,0,28,2
467182,Star,4160.02,Alberta,2013,Female,Married,Bachelor,0.04503462,Low Risk,Loyalists,Road Warriors,Loyalists,3,33,11,0.0,5,0.015625,4.0,51776.0,51776,54,0
601407,Star,4165.17,Ontario,2015,Male,Married,Bachelor,0.17761533,Low Risk,Loyalists,Road Warriors,Loyalists,1,24,7,0.0,-1,0.0,3.0,37790.0,37790,33,0
700871,Star,4165.25,Newfoundland,2015,Female,Married,Bachelor,0.7493851,High Risk,Sleeping/Lost,Road Warriors,Sleeping/Lost,1,26,11,3.0,-2,0.0,4.0,33733.0,33733,30,0
203809,Star,4165.35,Alberta,2012,Female,Married,High School or Below,1.0,Dormant,Dormant,Dormant,Sleeping/Lost,-1,0,0,0.0,0,0.0,0.0,0.0,0,71,2
705589,Star,4165.99,Ontario,2012,Female,Single,College,0.011736306,Low Risk,Loyalists,Road Warriors,Loyalists,3,36,13,0.0,-3,0.0,4.0,58678.0,58678,73,0
354438,Star,4167.09,Quebec,2018,Male,Married,College,0.005686772,Low Risk,Loyalists,Occasional Flyers,Loyalists,4,0,0,0.0,0,0.0,0.0,0.0,0,0,0
746060,Star,4167.09,British Columbia,2014,Male,Married,College,0.07287926,Low Risk,Loyalists,Road Warriors,Loyalists,3,33,12,0.0,2,0.008197359710269,4.0,51358.0,51358,50,0
469718,Star,4167.42,Ontario,2013,Male,Married,Bachelor,0.00651992,Low Risk,Loyalists,Road Warriors,Loyalists,1,24,10,0.0,1,0.0234594681449345,4.0,24894.0,24894,65,0
164429,Star,4169.36,British Columbia,2012,Female,Single,Bachelor,0.001281261,Low Risk,Loyalists,Road Warriors,Loyalists,3,35,12,0.0,5,0.0431471588149587,4.0,51475.0,51475,69,0
708373,Star,4169.36,Ontario,2017,Female,Single,Bachelor,0.032057155,Low Risk,Loyalists,Road Warriors,Loyalists,3,31,11,0.0,0,0.0,4.0,37408.0,37408,15,0
225088,Star,4170.34,British Columbia,2015,Male,Married,Bachelor,0.11826961,Low Risk,Loyalists,Road Warriors,Loyalists,3,26,8,1.0,6,0.0,4.0,41039.0,41039,33,0
100214,Star,4170.57,British Columbia,2015,Male,Married,Bachelor,0.0832064,Low Risk,Loyalists,Road Warriors,Loyalists,1,13,6,0.0,1,0.0360025088856366,4.0,23915.0,23915,34,0
459999,Star,4170.69,Quebec,2017,Male,Single,Bachelor,0.032721914,Low Risk,Loyalists,Road Warriors,Loyalists,1,16,5,0.0,10,0.0326373212942061,3.0,21264.0,21264,9,0
553936,Star,4170.69,Ontario,2014,Female,Single,Bachelor,1.0,Dormant,Dormant,Dormant,Sleeping/Lost,-1,0,0,0.0,0,0.0,0.0,0.0,0,42,2
268128,Star,4177.88,Ontario,2013,Female,Married,High School or Below,0.05363774,Low Risk,Loyalists,Road Warriors,Loyalists,3,34,13,1.0,1,0.0188028355889154,4.0,52758.0,52758,65,0
930584,Star,4185.76,British Columbia,2015,Male,Single,College,0.06452631,Low Risk,Loyalists,Road Warriors,Loyalists,3,35,13,0.0,2,0.0112600149171137,4.0,41563.0,41563,35,0
327796,Star,4191.06,Quebec,2017,Male,Single,College,0.24573055,Low Risk,Loyalists,Road Warriors,Loyalists,1,11,5,0.0,3,0.0161874334398296,4.0,23475.0,23475,12,0
947467,Star,4196.43,British Columbia,2015,Female,Married,Bachelor,0.1971416,Low Risk,Loyalists,Road Warriors,Loyalists,1,26,10,1.0,3,0.0343181218675811,3.0,37910.0,37910,40,0
743510,Star,4196.65,British Columbia,2016,Male,Single,College,0.3052472,Low Risk,Loyalists,Road Warriors,Loyalists,1,15,6,0.0,-1,0.0173619785161129,4.0,24018.0,24018,25,0
580324,Star,4198.03,British Columbia,2013,Male,Married,Bachelor,0.029553477,Low Risk,Loyalists,Road Warriors,Loyalists,1,14,7,1.0,0,0.0459280502720256,4.0,23711.0,23711,60,0
845613,Star,4198.03,Quebec,2018,Male,Married,Bachelor,0.0017199748,Low Risk,Loyalists,Occasional Flyers,Loyalists,4,0,0,0.0,0,0.0,0.0,0.0,0,0,0
645919,Aurora,7484.31,Alberta,2018,Female,Divorced,Bachelor,0.1744905,Low Risk,Champions,Road Warriors,Champions,0,26,5,0.0,18,0.0,3.0,41952.0,27968,3,0
423324,Star,4200.37,Quebec,2017,Male,Divorced,Bachelor,0.26266837,Low Risk,Loyalists,Occasional Flyers,Loyalists,4,7,3,2.0,-3,0.0,2.0,5696.0,5696,6,0
101945,Star,4202.66,Nova Scotia,2013,Male,Married,Bachelor,0.024880957,Low Risk,Loyalists,Road Warriors,Loyalists,3,28,11,0.0,3,0.0128530805687203,4.0,52750.0,52750,55,0
713636,Star,4212.8,Ontario,2014,Male,Married,Doctor,0.03700383,Low Risk,Loyalists,Road Warriors,Loyalists,3,26,11,1.0,-3,0.0,4.0,39295.0,39295,46,0
302509,Star,4213.92,British Columbia,2017,Male,Married,Doctor,0.16785076,Low Risk,Loyalists,Road Warriors,Loyalists,1,17,6,0.0,4,0.0,3.0,28012.0,28012,15,0
789421,Star,4217.86,British Columbia,2016,Female,Single,College,0.31280988,Low Risk,Loyalists,Road Warriors,Loyalists,1,24,11,1.0,3,0.0,4.0,36009.0,36009,19,0
914255,Star,4217.86,Ontario,2015,Male,Single,College,1.0,Dormant,Dormant,Dormant,Sleeping/Lost,-1,0,0,0.0,0,0.0,0.0,0.0,0,31,2
675879,Aurora,8000.55,Alberta,2018,Male,Married,Bachelor,0.06171136,Low Risk,Champions,Road Warriors,Champions,0,39,3,0.0,33,0.0052379845861895,2.0,103284.0,68856,4,0
404426,Star,4223.27,British Columbia,2014,Female,Married,Doctor,0.032469638,Low Risk,Loyalists,Road Warriors,Loyalists,1,15,7,1.0,-3,0.0562038117464021,4.0,25710.0,25710,45,0
260106,Star,4228.25,Manitoba,2013,Female,Single,Bachelor,0.9998441,High Risk,Sleeping/Lost,Fading Flyers,Sleeping/Lost,2,6,2,15.0,0,0.0,2.0,10579.0,10579,60,1
827194,Aurora,8255.76,Alberta,2018,Female,Married,Bachelor,0.030397007,Low Risk,Champions,Occasional Flyers,Champions,4,12,1,1.0,12,0.0351883725377701,1.0,20916.0,13944,3,0
438023,Star,4228.73,British Columbia,2013,Male,Married,College,0.013762434,Low Risk,Loyalists,Road Warriors,Loyalists,1,17,7,0.0,0,0.0,4.0,21518.0,21518,65,0
397518,Star,4235.18,Saskatchewan,2018,Male,Married,Bachelor,0.4167761,Medium Risk,Sleeping/Lost,Road Warriors,Sleeping/Lost,1,10,4,0.0,-2,0.0,3.0,23383.0,23383,5,0
645742,Star,4235.18,Ontario,2014,Male,Married,Bachelor,1.0,Dormant,Dormant,Dormant,Sleeping/Lost,-1,0,0,0.0,0,0.0,0.0,0.0,0,46,2
872932,Star,4236.3,Quebec,2015,Male,Married,High School or Below,0.08676501,Low Risk,Loyalists,Road Warriors,Loyalists,3,27,11,0.0,3,0.0116460434646979,4.0,38468.0,38468,39,0
407945,Star,4236.47,New Brunswick,2012,Female,Married,Bachelor,0.0052821683,Low Risk,Loyalists,Road Warriors,Loyalists,3,34,14,0.0,-2,0.0171713712636368,4.0,61323.0,61323,66,0
211714,Star,4236.84,British Columbia,2015,Female,Married,Doctor,0.17240335,Low Risk,Loyalists,Road Warriors,Loyalists,3,37,15,0.0,2,0.0274774408584667,4.0,49204.0,49204,36,0
410982,Star,4237.37,Ontario,2017,Male,Married,Master,0.24386674,Low Risk,Loyalists,Road Warriors,Loyalists,3,30,10,3.0,-7,0.0302997203774903,4.0,45776.0,45776,16,0
905213,Star,4237.37,British Columbia,2015,Female,Married,Master,0.013550429,Low Risk,Loyalists,Road Warriors,Loyalists,1,25,10,0.0,4,0.0412747916768188,4.0,41042.0,41042,32,0
147898,Star,4241.64,Quebec,2012,Female,Divorced,High School or Below,0.10889514,Low Risk,Loyalists,Road Warriors,Loyalists,3,29,10,0.0,3,0.0314934852353827,4.0,45819.0,45819,70,0
530105,Star,4242.69,Ontario,2017,Male,Single,College,0.9142357,High Risk,Sleeping/Lost,Road Warriors,Sleeping/Lost,1,15,6,0.0,8,0.0464320997036249,3.0,26318.0,26318,7,1
610946,Star,4244.47,Manitoba,2016,Female,Married,Bachelor,0.051671993,Low Risk,Loyalists,Road Warriors,Loyalists,3,32,14,0.0,0,0.0426964219845075,4.0,43376.0,43376,18,0
383108,Star,4247.68,British Columbia,2012,Female,Married,Bachelor,0.05721839,Low Risk,Loyalists,Road Warriors,Loyalists,1,28,10,0.0,3,0.0,4.0,33967.0,33967,72,0
836343,Star,4247.68,Ontario,2017,Female,Married,Bachelor,0.16526385,Low Risk,Loyalists,Road Warriors,Loyalists,1,27,8,1.0,-1,0.0174567484854162,4.0,32022.0,32022,14,0
110262,Aurora,9427.68,Alberta,2018,Male,Married,Bachelor,0.002328262,Low Risk,Champions,Road Warriors,Champions,0,22,4,0.0,20,0.0139471458408851,3.0,57933.0,38622,4,0
585357,Star,4250.28,Quebec,2016,Male,Single,College,0.011444107,Low Risk,Loyalists,Road Warriors,Loyalists,3,38,17,0.0,1,0.0243375320549005,4.0,62003.0,62003,20,0
784804,Star,4250.28,Alberta,2015,Female,Single,College,0.50489396,Medium Risk,Sleeping/Lost,Road Warriors,Sleeping/Lost,1,13,6,1.0,0,0.0,3.0,18406.0,18406,34,0
719633,Star,4250.78,British Columbia,2016,Male,Divorced,Bachelor,1.0,Dormant,Dormant,Dormant,Sleeping/Lost,-1,0,0,0.0,0,0.0,0.0,0.0,0,18,2
715764,Star,4253.28,Manitoba,2016,Male,Single,College,0.021675209,Low Risk,Loyalists,Road Warriors,Loyalists,1,20,9,0.0,3,0.0650255159354238,4.0,31157.0,31157,22,0
753473,Star,4254.62,Ontario,2013,Female,Single,Doctor,0.059098523,Low Risk,Loyalists,Road Warriors,Loyalists,3,39,12,0.0,-5,0.0,4.0,52785.0,52785,59,0
980856,Star,4254.62,Nova Scotia,2015,Male,Single,Doctor,0.012560346,Low Risk,Loyalists,Road Warriors,Loyalists,3,30,11,0.0,4,0.0,4.0,57198.0,57198,40,0
271660,Star,4270.03,British Columbia,2015,Male,Married,College,0.13780606,Low Risk,Loyalists,Road Warriors,Loyalists,1,15,9,1.0,2,0.0,4.0,22981.0,22981,38,0
342980,Aurora,19480.5,Alberta,2018,Female,Single,Bachelor,0.18114772,Low Risk,Champions,Occasional Flyers,Champions,4,10,4,0.0,8,0.0,2.0,26868.0,17912,4,0
830547,Star,4271.2,British Columbia,2018,Male,Single,Bachelor,0.00092982163,Low Risk,Loyalists,Occasional Flyers,Loyalists,4,0,0,0.0,0,0.0,0.0,0.0,0,1,0
264936,Star,4272.81,British Columbia,2013,Female,Single,College,0.08750237,Low Risk,Loyalists,Road Warriors,Loyalists,1,27,11,1.0,2,0.0155631911760459,4.0,34633.0,34633,58,0
436498,Star,4272.81,Quebec,2013,Male,Single,College,1.0,Dormant,Dormant,Dormant,Sleeping/Lost,-1,0,0,0.0,0,0.0,0.0,0.0,0,55,2
976513,Star,4273.59,Quebec,2014,Female,Married,Bachelor,0.015582183,Low Risk,Loyalists,Road Warriors,Loyalists,3,31,12,0.0,7,0.03159979335285,4.0,46456.0,46456,46,0
828776,Star,4274.62,Ontario,2017,Male,Married,Bachelor,0.007927851,Low Risk,Loyalists,Road Warriors,Loyalists,1,23,8,0.0,4,0.0,4.0,24498.0,24498,13,0
240362,Star,4276.36,Ontario,2014,Male,Married,Bachelor,0.1511767,Low Risk,Loyalists,Road Warriors,Loyalists,1,19,11,0.0,-3,0.0301170553543094,4.0,33403.0,33403,44,0
137845,Star,4277.27,British Columbia,2013,Female,Married,Bachelor,0.021384982,Low Risk,Loyalists,Road Warriors,Loyalists,3,34,16,1.0,0,0.0101556832766028,4.0,53763.0,53763,60,0
430569,Star,4277.56,Quebec,2016,Male,Married,Bachelor,0.01340709,Low Risk,Loyalists,Road Warriors,Loyalists,3,42,13,0.0,3,0.0160174849738505,4.0,64055.0,64055,20,0
317001,Star,4282.95,Ontario,2018,Male,Married,Bachelor,0.0018611249,Low Risk,Loyalists,Occasional Flyers,Loyalists,4,0,0,0.0,0,0.0,0.0,0.0,0,0,0
625870,Star,4282.95,Ontario,2013,Female,Married,Bachelor,0.049747646,Low Risk,Loyalists,Road Warriors,Loyalists,3,29,13,0.0,5,0.0,4.0,48623.0,48623,58,0
660554,Star,4282.95,Alberta,2017,Female,Married,Bachelor,0.68893754,Medium Risk,Sleeping/Lost,Road Warriors,Sleeping/Lost,1,8,4,1.0,2,0.0497899593691894,3.0,14521.0,14521,8,0
917630,Star,4282.95,Ontario,2016,Female,Married,Bachelor,0.09148694,Low Risk,Loyalists,Road Warriors,Loyalists,3,26,9,1.0,1,0.0,4.0,43682.0,43682,18,0
670686,Star,4291.06,Ontario,2018,Female,Single,College,0.7603305,High Risk,Sleeping/Lost,Road Warriors,Sleeping/Lost,1,19,8,3.0,-3,0.0,4.0,28358.0,28358,1,0
717660,Star,4293.01,British Columbia,2015,Male,Single,College,0.13409016,Low Risk,Loyalists,Road Warriors,Loyalists,1,17,8,0.0,0,0.0,3.0,19666.0,19666,39,0
450621,Star,4296.6,Quebec,2015,Female,Married,Bachelor,0.19270712,Low Risk,Loyalists,Road Warriors,Loyalists,1,18,9,3.0,-7,0.0209114730514309,4.0,19463.0,19463,39,0
939562,Star,4297.02,Ontario,2016,Female,Married,Bachelor,0.010961397,Low Risk,Loyalists,Road Warriors,Loyalists,3,43,13,0.0,5,0.006665888979619,4.0,60007.0,60007,18,0
135250,Star,4298.66,Ontario,2013,Male,Married,Bachelor,0.07892216,Low Risk,Loyalists,Road Warriors,Loyalists,1,24,8,0.0,6,0.0115047883940706,4.0,31639.0,31639,58,0
714555,Star,4299.84,Ontario,2013,Male,Divorced,Bachelor,0.11318972,Low Risk,Loyalists,Road Warriors,Loyalists,3,34,13,0.0,4,0.0122756046408712,4.0,51973.0,51973,58,0
947868,Star,4300.9,Quebec,2012,Male,Married,Bachelor,0.019491743,Low Risk,Loyalists,Road Warriors,Loyalists,3,27,9,0.0,-1,0.0088173547935619,4.0,50015.0,50015,73,0
573661,Star,4303.64,Quebec,2018,Female,Single,Bachelor,0.0012330661,Low Risk,Loyalists,Occasional Flyers,Loyalists,4,0,0,0.0,0,0.0,0.0,0.0,0,0,0
228580,Star,4305.79,Ontario,2012,Male,Single,Bachelor,0.017258678,Low Risk,Loyalists,Road Warriors,Loyalists,1,21,10,1.0,2,0.0947394357521251,4.0,24351.0,24351,73,0
557500,Star,4305.81,Ontario,2015,Female,Married,Bachelor,0.10093956,Low Risk,Loyalists,Road Warriors,Loyalists,1,27,9,2.0,-4,0.0398578106194194,4.0,35727.0,35727,31,0
238233,Star,4307.42,Ontario,2017,Male,Married,Bachelor,0.9189275,High Risk,Sleeping/Lost,Road Warriors,Sleeping/Lost,1,15,7,4.0,-1,0.0,4.0,18567.0,18567,14,0
979309,Star,4312.77,Quebec,2013,Male,Single,Bachelor,0.011706479,Low Risk,Loyalists,Road Warriors,Loyalists,3,29,9,0.0,2,0.0178528558021781,4.0,45819.0,45819,63,0
342483,Aurora,23706.11,Alberta,2018,Male,Single,College,0.22741412,Low Risk,Champions,Occasional Flyers,Champions,4,4,2,3.0,-4,0.0,2.0,6190.5,4127,3,0
833569,Star,4314.07,Saskatchewan,2017,Female,Single,College,0.53835255,Medium Risk,Sleeping/Lost,Road Warriors,Sleeping/Lost,1,14,5,0.0,7,0.01832,3.0,25000.0,25000,9,0
120046,Star,4314.17,New Brunswick,2017,Female,Married,Bachelor,0.63585097,Medium Risk,Sleeping/Lost,Road Warriors,Sleeping/Lost,1,12,6,1.0,0,0.0,3.0,14622.0,14622,11,0
816881,Star,4314.17,Quebec,2018,Male,Married,Bachelor,0.007485511,Low Risk,Loyalists,Road Warriors,Loyalists,1,30,12,0.0,3,0.0145581035815511,4.0,31048.0,31048,0,0
717700,Star,4315.79,British Columbia,2015,Female,Married,Bachelor,0.044626355,Low Risk,Loyalists,Road Warriors,Loyalists,3,42,14,0.0,6,0.0150528963385365,4.0,52083.0,52083,33,0
384146,Nova,2790.23,Alberta,2018,Female,Married,High School or Below,0.05027175,Low Risk,Loyalists,Occasional Flyers,Loyalists,4,4,1,0.0,4,0.0,1.0,9504.0,6336,2,0
245465,Star,4319.15,Ontario,2015,Male,Married,Doctor,0.10021504,Low Risk,Loyalists,Road Warriors,Loyalists,3,29,11,0.0,4,0.0257735996866431,4.0,38295.0,38295,34,0
510372,Star,4322.24,Ontario,2018,Female,Divorced,College,0.007993116,Low Risk,Loyalists,Occasional Flyers,Loyalists,4,0,0,0.0,0,0.0,0.0,0.0,0,0,0
709920,Star,4327.1,British Columbia,2013,Female,Married,Bachelor,0.036486983,Low Risk,Loyalists,Road Warriors,Loyalists,1,25,10,1.0,-3,0.0191906549853984,4.0,26367.0,26367,65,0
156031,Star,4328.37,Quebec,2014,Female,Married,Bachelor,1.0,Dormant,Dormant,Dormant,Sleeping/Lost,-1,0,0,0.0,0,0.0,0.0,0.0,0,42,2
143784,Star,4330.39,Quebec,2013,Female,Married,Bachelor,0.03479572,Low Risk,Loyalists,Road Warriors,Loyalists,3,33,13,0.0,-1,0.0240602738601137,4.0,48711.0,48711,65,0
602176,Star,4330.39,Quebec,2016,Female,Married,Bachelor,0.69294477,Medium Risk,Sleeping/Lost,Road Warriors,Sleeping/Lost,1,22,9,1.0,-2,0.0284945674885081,4.0,38288.0,38288,22,1
870998,Star,4330.39,British Columbia,2016,Male,Married,Bachelor,0.06314383,Low Risk,Loyalists,Road Warriors,Loyalists,3,33,13,1.0,-3,0.0265557351210071,4.0,50121.0,50121,26,0
958224,Star,4330.39,British Columbia,2015,Female,Married,Bachelor,0.10013371,Low Risk,Loyalists,Road Warriors,Loyalists,3,34,12,1.0,1,0.007866879350348,4.0,55168.0,55168,30,0
837628,Star,4330.77,British Columbia,2014,Male,Married,Bachelor,0.16554557,Low Risk,Loyalists,Road Warriors,Loyalists,3,27,10,0.0,4,0.0151408285136596,4.0,42534.0,42534,44,0
395460,Star,4330.8,Alberta,2013,Male,Single,College,0.6551961,Medium Risk,Sleeping/Lost,Road Warriors,Sleeping/Lost,3,29,10,3.0,-3,0.0207633174952678,4.0,51774.0,51774,54,0
136547,Star,4331.46,Alberta,2012,Female,Married,Bachelor,0.02114435,Low Risk,Loyalists,Road Warriors,Loyalists,1,24,8,0.0,6,0.0,3.0,29159.0,29159,69,0
780631,Star,4331.46,Ontario,2018,Female,Married,Bachelor,0.0019961142,Low Risk,Loyalists,Occasional Flyers,Loyalists,4,0,0,0.0,0,0.0,0.0,0.0,0,0,0
166712,Star,4334.06,Saskatchewan,2014,Male,Single,Master,0.062478974,Low Risk,Loyalists,Road Warriors,Loyalists,3,33,12,0.0,1,0.0,4.0,53800.0,53800,46,0
217695,Star,4334.06,Ontario,2013,Male,Single,Master,0.0069876104,Low Risk,Loyalists,Road Warriors,Loyalists,3,35,11,0.0,1,0.0262452075757326,4.0,60773.0,60773,57,0
263707,Star,4334.06,Nova Scotia,2014,Female,Single,Master,0.14681067,Low Risk,Loyalists,Road Warriors,Loyalists,1,9,6,0.0,2,0.0403972957182205,4.0,11981.0,11981,49,0
638368,Star,4334.06,Quebec,2013,Male,Single,Master,0.11353896,Low Risk,Loyalists,Road Warriors,Loyalists,1,23,10,0.0,3,0.0,4.0,32990.0,32990,55,0
695529,Star,4334.06,British Columbia,2012,Male,Single,Master,0.05190174,Low Risk,Loyalists,Road Warriors,Loyalists,3,30,11,2.0,-1,0.0174901508117738,4.0,39851.0,39851,66,0
871203,Star,4334.06,Ontario,2017,Male,Single,Master,0.08836213,Low Risk,Loyalists,Road Warriors,Loyalists,1,11,5,0.0,5,0.0302956465237166,3.0,12312.0,12312,6,0
915571,Star,4334.06,British Columbia,2015,Male,Single,Master,0.34974828,Low Risk,Loyalists,Road Warriors,Loyalists,1,14,6,1.0,3,0.0,3.0,25902.0,25902,35,0
642109,Star,4335.35,British Columbia,2014,Male,Married,Bachelor,0.09242548,Low Risk,Loyalists,Road Warriors,Loyalists,3,31,12,0.0,5,0.0111790234259616,4.0,44011.0,44011,52,0
833701,Star,4340.86,British Columbia,2014,Male,Single,College,0.38516596,Low Risk,Loyalists,Road Warriors,Loyalists,3,29,11,3.0,-1,0.0255109298686519,4.0,42178.0,42178,52,0
275442,Star,4349.31,New Brunswick,2016,Male,Married,Bachelor,0.023318624,Low Risk,Loyalists,Road Warriors,Loyalists,1,24,10,0.0,2,0.0154994878430104,4.0,37098.0,37098,29,0
374345,Star,4349.31,Saskatchewan,2015,Female,Married,Bachelor,0.014381402,Low Risk,Loyalists,Road Warriors,Loyalists,3,35,13,1.0,-3,0.0360949705622041,4.0,51974.0,51974,32,0
384825,Star,4349.31,Ontario,2012,Female,Married,Bachelor,0.013299606,Low Risk,Loyalists,Road Warriors,Loyalists,3,32,13,1.0,2,0.0172498488512696,4.0,52928.0,52928,70,0
559233,Star,4349.31,Ontario,2018,Female,Married,Bachelor,0.0019469564,Low Risk,Loyalists,Occasional Flyers,Loyalists,4,0,0,0.0,0,0.0,0.0,0.0,0,0,0
564650,Star,4349.31,British Columbia,2013,Male,Married,Bachelor,0.10490384,Low Risk,Loyalists,Road Warriors,Loyalists,1,26,10,1.0,-1,0.03229500151894,4.0,42793.0,42793,58,0
277649,Star,4358.76,Ontario,2012,Male,Divorced,Bachelor,0.01580763,Low Risk,Loyalists,Road Warriors,Loyalists,3,30,12,0.0,3,0.0360445682451253,4.0,35900.0,35900,70,0
176885,Star,4361.37,British Columbia,2015,Male,Married,Bachelor,1.0,Dormant,Dormant,Dormant,Sleeping/Lost,-1,0,0,0.0,0,0.0,0.0,0.0,0,30,2
732013,Star,4361.37,Ontario,2015,Female,Married,Bachelor,0.07270385,Low Risk,Loyalists,Road Warriors,Loyalists,3,34,15,0.0,1,0.0170625758227996,4.0,51106.0,51106,33,0
793318,Star,4362.77,British Columbia,2016,Male,Single,College,0.032480627,Low Risk,Loyalists,Road Warriors,Loyalists,3,36,13,0.0,-5,0.0192806584889344,4.0,62446.0,62446,28,0
830024,Star,4362.77,Quebec,2015,Female,Single,College,0.47588935,Medium Risk,Sleeping/Lost,Road Warriors,Sleeping/Lost,1,22,9,0.0,-3,0.0,4.0,32261.0,32261,38,0
223684,Star,4362.93,Ontario,2018,Male,Married,Bachelor,0.0021370884,Low Risk,Loyalists,Occasional Flyers,Loyalists,4,0,0,0.0,0,0.0,0.0,0.0,0,0,0
723262,Star,4362.93,Alberta,2018,Male,Married,Bachelor,0.0021370884,Low Risk,Loyalists,Occasional Flyers,Loyalists,4,0,0,0.0,0,0.0,0.0,0.0,0,0,0
879892,Star,4363.12,Ontario,2018,Male,Divorced,Bachelor,0.09194396,Low Risk,Loyalists,Occasional Flyers,Loyalists,4,6,1,0.0,6,0.0,1.0,10362.0,10362,1,0
